url,rule_id,mensaje,sugerencia,contexto
https://cm.organojudicial.gob.bo/consejo/manualprocedimientosddrr/introduction.html,FETCH_ERROR,Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?,,
